,VAGA,ID,IDADE,MBA,PHD,CLOUD_CERT,SGBD_CERT,HORAS_ESTUDO,QT_FILHOS,CNH,ANOS_EXP,SCORE
1643,2,1643,34.5607031768391,1,1,1,1,6.61277359563485,1,1,13.133172860801,160.898264936062
1644,2,1644,32.9440382974851,1,1,1,0,9.51852813562272,0,0,12.6966733433754,152.504399885448
1647,2,1647,33.5866341850159,1,0,0,1,7.77546998464693,2,1,12.8701742330087,145.632178754717
1651,2,1651,37.4165483899261,1,0,1,1,6.99970685834817,0,0,13.9042510683345,158.081502830815
1652,2,1652,34.9804970321846,1,0,1,1,7.94712086548264,0,1,13.2465172017443,153.414216645084
1653,2,1653,36.4740629086083,0,0,0,1,10.7055156755722,3,0,13.6497799883786,142.271599688092
1654,2,1654,37.5726846796058,0,1,0,1,8.87801932018841,0,0,13.946407866548,148.614433145425
1655,2,1655,39.9709450646736,1,0,1,0,8.7807545708233,1,1,14.5939381705163,180.787508711082
1660,2,1660,40.685247143221,0,0,0,1,7.23228587368507,1,1,14.7867997317241,163.787876939492
1662,2,1662,38.2686307889378,1,1,0,1,6.88571112798371,0,0,14.1343133160676,160.471578066186
1663,2,1663,34.7084222440352,0,0,0,0,8.93182035116815,0,1,13.1730570089439,128.171743384994
1665,2,1665,33.6687325925019,0,1,0,0,8.27527118209874,1,1,12.8923408030299,141.468990018733
1666,2,1666,35.6509956777745,0,1,0,0,9.88033929506804,1,1,13.4275518360535,152.854281041857
1670,2,1670,33.735158486007,1,0,1,0,9.64690317018083,2,1,12.9102757942763,154.245943929995
1671,2,1671,39.1110682429505,0,0,0,1,6.25113255924124,2,1,14.361771428651,163.529293950867
1677,2,1677,36.4864665952287,0,0,0,1,7.27581102099826,2,1,13.6531289837662,153.025795571067
1678,2,1678,32.9437781786654,0,0,0,1,5.11858455071919,2,0,12.6966031112941,138.778739501657
1679,2,1679,36.0391723910374,0,0,0,0,5.71580929926377,3,1,13.5323595486345,150.552591275041
1682,2,1682,33.1833556609049,1,0,1,0,5.04937986382185,1,1,12.7612890314987,151.745959451947
1684,2,1684,34.0983510304732,1,1,1,0,6.37421414243768,0,0,13.0083377812822,159.644754917926
1689,2,1689,35.1087026079319,1,1,0,1,7.9988263118875,2,0,13.281132707196,153.298288540691
1692,2,1692,37.2966673001621,1,1,0,1,8.69440964714864,2,1,13.8718831740982,159.610897346421
1695,2,1695,32.0731755751785,1,1,1,1,7.15628949883909,3,1,12.4615404083526,152.222147510491
1697,2,1697,37.2598244655581,0,0,1,0,7.57219271361467,1,0,13.8619356087551,155.393848035298
1700,2,1700,33.8662119236031,0,0,1,1,8.32964940453192,2,0,12.9456602224272,137.938183384155
1701,2,1701,34.7779473837773,1,0,0,0,8.77739313432732,1,0,13.1918287966743,158.479615824901
1704,2,1704,37.4843326630693,0,0,0,0,5.87746554883894,3,1,13.9225528220831,142.804219615563
1707,2,1707,34.1943104800663,0,1,0,1,7.70316111525063,2,0,13.0342468326723,138.979549485642
1709,2,1709,35.483070149578,1,0,0,1,11.7303834045502,3,1,13.3822119434405,158.889566641742
1723,2,1723,39.2012649680664,1,0,1,1,5.68976885097061,1,1,14.3861245444323,157.643101574589
1729,2,1729,36.3533222081148,1,1,0,0,6.14406842718416,0,0,13.6171799992454,155.767996068081
1731,2,1731,36.5005089535846,0,1,1,1,7.5104264230058,2,1,13.6569204205222,146.524960780084
1732,2,1732,36.4765788962191,0,0,0,0,11.7456463228749,1,0,13.6504593050336,137.785716361403
1733,2,1733,35.8687798104786,0,1,0,1,8.44437737432222,0,0,13.4863535518836,147.043264230677
1736,2,1736,35.5382560769007,0,1,1,0,7.18663161465216,0,0,13.3971121438176,143.3291652451
1738,2,1738,32.3608111591013,0,0,0,1,8.17533031735975,0,0,12.5392020160118,143.939003932382
1739,2,1739,36.1961917048971,1,1,1,1,7.29624004681387,1,1,13.5747547633766,156.691337999497
1740,2,1740,38.5864426122306,1,1,0,0,3.8563270089232,0,0,14.2201225083567,173.254953233879
1745,2,1745,39.8548260886169,1,0,1,1,8.32107197054881,0,0,14.562586046981,179.964590833491
1747,2,1747,35.5659335523053,1,1,0,0,6.09428722337883,0,0,13.4045850621769,158.594241291248
1753,2,1753,40.2903817966673,1,1,1,0,8.79399888058804,1,0,14.6801860881546,177.748812204133
1761,2,1761,33.807501318632,0,0,0,1,7.46694989316651,3,1,12.929808359085,144.336862122261
1771,2,1771,36.1648103797414,0,0,1,1,10.7231377173823,2,0,13.5662818055846,142.619675639278
1772,2,1772,35.6462344903418,0,1,1,0,9.76567434021341,1,0,13.4262663154467,138.43310411295
1780,2,1780,39.1705841393939,0,0,0,1,7.26083968636698,1,0,14.3778407206908,159.340855414063
1782,2,1782,34.3691206132809,1,1,0,0,6.17898193507986,2,0,13.0814455686402,155.934414178519
1784,2,1784,34.2426625122833,0,1,0,0,6.82329122691453,2,1,13.0473018813709,141.781965845736
1786,2,1786,33.3970631031539,1,0,1,1,4.52716273494486,0,0,12.818990040906,150.796652820938
1787,2,1787,39.5607035227438,1,0,1,1,10.0708752821734,1,1,14.4831729541952,165.714028266708
1789,2,1789,34.6115622579673,0,0,0,0,8.31744834923776,1,1,13.1469048127056,145.115196548616
1793,2,1793,33.4303062158719,0,1,0,1,6.96581376288681,1,0,12.8279656813398,132.273291841874
1802,2,1802,33.2952107137778,1,1,1,0,7.06066191400932,1,0,12.7914898957744,144.041739247551
1805,2,1805,32.5730003613695,1,0,0,0,7.35684624984533,0,1,12.5964931006242,145.35641508636
1807,2,1807,36.3392562386083,1,0,1,1,8.5044252500684,0,1,13.6133821874786,162.774936157428
1808,2,1808,38.9780155226369,1,1,1,0,8.16128081242115,0,1,14.3258471941664,159.436931222822
1813,2,1813,36.4466446343741,0,1,1,1,7.58197512613126,0,1,13.6423770543354,141.443986661854
1816,2,1816,43.1607249159847,0,0,0,1,9.31639682116963,3,1,15.4551787303703,168.156188756659
1818,2,1818,33.3555859266964,0,0,0,0,8.95043491365456,0,1,12.8077912032624,144.585015683821
1821,2,1821,34.3219098363629,1,1,1,0,8.84695286775017,3,1,13.0686986588724,143.642159131373
1822,2,1822,36.9235110610654,0,1,0,0,7.82482645993176,0,1,13.7711309895421,148.313291757748
1824,2,1824,35.3144242888354,1,0,0,0,7.73123753112733,2,1,13.33667756104,164.37244161381
1829,2,1829,34.4556140271884,1,1,0,1,11.2843530746296,1,1,13.1047987903953,152.835011020145
1833,2,1833,36.135650136551,1,1,0,0,6.59974151656997,2,0,13.5584085399232,154.866235965432
1839,2,1839,38.9465478593314,0,0,0,1,8.98112522349073,2,0,14.3173509250739,166.956873807944
1842,2,1842,38.8550333722405,0,1,1,0,9.85016755299558,2,0,14.2926420135593,148.181026398681
1843,2,1843,35.1740495731612,0,0,1,1,7.81448999760907,0,1,13.2987763878079,138.818429847873
1846,2,1846,38.4855833858279,0,1,0,0,5.84792202609586,1,0,14.1928905172279,154.436448038689
1848,2,1848,34.1692575172318,0,0,0,0,8.0073289982722,0,1,13.027482532707,135.435158915404
1849,2,1849,37.2015412686204,0,1,0,0,7.24328932802188,0,0,13.8461991455819,149.065600539778
1853,2,1853,36.1132101342288,1,0,0,0,6.18732502311888,4,1,13.5523497392962,155.420953144143
1854,2,1854,36.2354286626405,0,0,1,0,6.21820332407314,1,1,13.5853487419673,148.741625861553
1856,2,1856,40.4697539122278,1,0,1,0,10.0446585696276,1,0,14.7286165593559,173.7045796965
1858,2,1858,34.1453480531063,0,0,0,1,8.24944755057307,1,0,13.0210269773931,132.232058667732
1860,2,1860,38.4148115228286,0,0,1,1,8.46768307156673,0,0,14.1737821142181,147.453929352549
1862,2,1862,35.0016717918168,0,1,0,1,10.4158366517401,0,1,13.2522343868449,140.574990095677
1866,2,1866,33.5980500955661,1,1,0,0,10.7410187035558,1,0,12.8732565288572,152.433740554286
1869,2,1869,40.1572555024381,1,0,1,1,8.1507370821159,1,0,14.6442419887127,170.785738610531
1874,2,1874,39.6381292231325,0,1,1,1,7.76160041846823,1,1,14.5040778933002,158.905094888848
1878,2,1878,35.1063195332115,1,0,0,0,9.8302035641483,2,1,13.2804892770215,159.01982092205
1879,2,1879,35.7127859310726,0,0,0,0,6.97611043528249,0,0,13.444235204444,150.03044920732
1881,2,1881,41.2341597990405,0,1,0,0,7.07256428796653,1,0,14.9350061487953,155.627369332296
1882,2,1882,34.1186391722287,0,0,1,1,5.86289944783775,0,0,13.0138155795561,141.205574335264
1890,2,1890,37.2763272070801,0,0,0,0,8.14981232012462,1,1,13.866391348966,145.424551404452
1892,2,1892,41.0965815188887,1,1,0,1,9.78870944730954,2,1,14.8978600131544,175.999896499548
1894,2,1894,35.1496976409146,0,0,1,1,8.24018727798559,2,1,13.2922013661014,145.760122313826
1898,2,1898,35.4971360485802,1,0,1,0,7.06001165765119,2,1,13.386009736171,155.37856029534
1903,2,1903,33.1080632212709,0,1,1,1,6.77773180466101,0,1,12.7409600727976,133.623438213395
1905,2,1905,36.6854823471108,1,0,0,0,7.58951925476345,1,0,13.7068632367743,164.342238661085
1906,2,1906,37.8382495454295,1,1,0,0,9.4145117162363,0,0,14.0181103803204,161.048656708625
1909,2,1909,38.674278542814,0,0,1,0,6.60768103410812,0,0,14.2438382096142,163.060508053197
1911,2,1911,33.1569923119134,1,1,1,0,5.83592030998403,2,0,12.754170927271,152.467110007972
1912,2,1912,33.5525194534171,1,0,1,1,7.32260517371387,2,0,12.860963255477,162.061286186173
1913,2,1913,32.7008358866176,0,0,1,0,7.30500341050453,1,0,12.6310086924412,136.752167109502
1914,2,1914,33.4849224393894,0,0,1,1,6.09063105336966,2,1,12.8427120616895,146.077216750873
1919,2,1919,34.2650599061601,0,0,1,0,8.90306830103171,3,1,13.0533491777176,141.227330729744
1921,2,1921,35.4272763445458,0,1,1,0,7.5169327206261,1,1,13.3671476160818,136.230776032734
1928,2,1928,33.4500378519793,1,0,0,0,9.23527336922501,1,0,12.8332932230888,148.449287773043
1939,2,1939,35.0297563690915,0,1,1,0,8.43578772925007,0,1,13.2598172227091,135.459652735824
1940,2,1940,38.6062950745757,1,1,0,1,7.46476686450959,4,0,14.2254826731898,168.755261932144
1949,2,1949,34.9770905529689,0,1,1,0,7.79029909012607,0,0,13.245597452356,146.369316504208
1956,2,1956,39.3639962768162,0,1,0,1,8.75309353476558,2,0,14.4300619977948,148.675512125522
1960,2,1960,34.6823445411018,1,0,1,1,7.1076021244156,1,0,13.1660160291519,155.249324484589
1961,2,1961,33.0033811397393,1,0,0,1,6.43130493588081,3,1,12.712695910784,144.431273599601
1962,2,1962,35.5099060024142,1,1,1,0,8.0826945245439,0,1,13.3894576237062,157.902155795164
1963,2,1963,40.0430899462632,0,0,1,0,6.53014506470003,0,1,14.6134172885455,159.741029895957
1964,2,1964,33.1829067040626,1,0,1,1,6.97344375746294,2,0,12.7611678131513,156.986754247507
1965,2,1965,34.7879212246549,1,1,0,1,7.93501404957561,2,0,13.1945217337112,150.907342407666
1966,2,1966,40.1679042854381,1,1,1,0,8.49488903081229,0,1,14.6471171601227,170.517771890343
1969,2,1969,37.77611782699,0,1,1,1,6.60115704231642,1,0,14.0013348163417,155.923631281099
1970,2,1970,36.2624701885688,1,1,1,0,6.83614806903206,3,0,13.592649953968,156.295065248202
1975,2,1975,43.7046146897661,0,0,0,1,8.26708349823761,0,1,15.6020289692912,170.824268589613
1976,2,1976,37.9692417120845,0,0,0,0,10.2456344425152,2,0,14.0534782653172,148.014548728096
1980,2,1980,35.6141506803788,1,0,1,1,6.43714938462853,2,0,13.4176036867567,158.15187267433
1983,2,1983,35.9472479453634,0,1,1,1,8.65884033798413,0,0,13.5075399483025,149.536274572823
1985,2,1985,35.8442243552144,0,0,0,1,8.322711636936,0,0,13.4797235789623,136.166603222628
1987,2,1987,41.2825701350012,0,0,1,0,5.96825215491459,1,1,14.9480769395047,162.42866968982
1989,2,1989,37.5479029373229,0,1,0,0,8.35226838847363,0,1,13.9397167961316,160.349820927925
1993,2,1993,37.1386198524397,1,0,0,0,9.55105561953328,1,0,13.8292103632131,159.035170214516
1995,2,1995,36.4912357113965,0,0,0,0,6.83123790057868,1,1,13.6544166451315,153.363454925461
2005,2,2005,35.4506149310553,1,0,0,0,9.38966692713702,1,0,13.3734490344394,162.755445673844
2006,2,2006,37.0434085889954,0,0,1,1,7.52592961329606,0,1,13.8035033220832,154.645917678069
2009,2,2009,39.244799601558,0,1,1,1,7.55109049259423,0,0,14.3978788954751,165.406126416132
2014,2,2014,35.5071710308312,1,0,1,0,6.01450763083512,0,0,13.3887191813788,159.30952108398
2015,2,2015,37.7514980289436,0,0,0,0,7.07948873808752,1,0,13.9946874708692,155.1071576359
2017,2,2017,33.4019313383831,0,1,1,1,10.1494781027486,0,0,12.8203044644178,145.306259483738
2022,2,2022,40.1409259213344,1,1,1,1,5.49084185604442,1,0,14.6398330018147,164.497901272829
2024,2,2024,34.2276361934518,0,1,1,1,9.47994723816437,2,0,13.0432447752864,137.856567703838
2025,2,2025,35.5122991753036,0,1,1,0,4.28145003222427,4,0,13.3901037803864,145.50922248948
2026,2,2026,35.6028157546719,0,1,0,1,8.60764924937371,0,0,13.4145432568158,147.821797529537
2030,2,2030,35.1838999224284,1,1,0,1,6.56009792565357,1,1,13.3014359821101,158.331560162446
2031,2,2031,35.1818372413568,1,1,0,1,7.3473622784269,2,0,13.3008790582207,156.894034516005
2032,2,2032,35.9711095777348,0,1,0,1,10.0378713524898,0,1,13.5139825890428,147.052528535559
2043,2,2043,32.9487774246932,0,0,1,1,6.3751763357196,0,1,12.6979529077216,140.925586491911
2048,2,2048,33.3769802990389,1,1,1,1,7.97323443074422,0,1,12.8135676837949,148.627668980721
2049,2,2049,36.1689659882467,0,1,0,1,7.69487764387046,1,1,13.567403819881,149.714027321824
2052,2,2052,37.9149900325969,1,0,1,1,7.94939771688106,1,1,14.0388303118556,173.994982637286
2054,2,2054,32.6604935111321,1,0,0,1,8.60444173963257,0,1,12.6201162510601,151.772834515684
2057,2,2057,39.2042290745895,1,1,0,0,6.90307837287094,1,0,14.3869248531936,164.789897272272
2058,2,2058,36.9238066428694,0,0,1,0,7.00755782815087,2,1,13.7712107966291,144.897046422417
2060,2,2060,38.6877200524758,1,0,0,1,7.93599795490958,0,0,14.2474674172229,170.634159142212
2062,2,2062,35.3884003750858,0,0,1,0,7.93288409544079,2,0,13.3566511043276,151.782143993116
2063,2,2063,36.8937343136561,1,0,0,0,10.0327314484732,2,1,13.7630912677416,153.623618121297
2065,2,2065,35.2743532189631,1,0,1,1,6.36588809030599,0,1,13.3258583721744,164.718608792147
2066,2,2066,43.0780931901423,1,1,1,0,6.88789419555643,2,0,15.4328681643928,176.63522924068
2067,2,2067,36.5671337489646,1,1,1,0,5.41166901911346,0,1,13.6749091152748,167.895846285179
2069,2,2069,32.6382854421953,1,1,1,1,7.99258028861752,0,1,12.6141200724471,155.79921436585
2070,2,2070,34.1539125638414,1,1,1,1,8.04769406437545,0,0,13.0233393952916,155.528804984062
2072,2,2072,36.933018998922,0,0,0,0,8.31671441314509,0,0,13.7736981327633,158.354788481656
2073,2,2073,33.517576153041,1,0,1,1,6.3959072344673,1,0,12.8515285643755,147.989267118527
2079,2,2079,34.1481587435745,0,1,0,1,7.10166064262637,0,1,13.0217858638195,142.874675056846
2080,2,2080,37.0675815017792,1,0,1,1,6.12397312872284,2,0,13.8100300085348,159.085880288402
2083,2,2083,37.9544509881651,1,1,1,1,9.05498794945511,0,0,14.049484769859,158.533246484226
2092,2,2092,36.2942267202859,0,1,0,0,8.60487124415815,0,0,13.6012242175316,153.424397790757
2093,2,2093,33.4433270015532,1,0,0,1,7.81471797627204,0,0,12.8314812934738,153.751741278146
2104,2,2104,38.7472720796138,1,1,0,1,7.39842488406137,0,1,14.2635464645501,171.394124478304
2106,2,2106,37.0182192425059,0,0,1,0,7.91583799086629,0,0,13.796702198531,147.64464969281
2108,2,2108,37.9404088517187,1,1,0,0,9.28108588854225,1,1,14.0456933930185,170.084602055308
2109,2,2109,33.9990788905889,1,1,0,1,7.92455937762919,1,1,12.9815343035134,151.242710915655
2112,2,2112,36.783622971337,0,1,1,0,7.98461682089459,1,1,13.7333612053154,152.169433460593
2114,2,2114,34.8298026885876,0,0,0,1,6.47788316172551,0,1,13.205829728973,151.364338103814
2115,2,2115,35.9977337280825,0,0,0,0,5.34947295672603,1,0,13.5211711096367,142.241252305613
2116,2,2116,34.3791923733532,1,1,0,1,8.07351333365456,3,0,13.0841649438598,150.248819655136
2121,2,2121,35.3987060202421,0,0,0,1,8.58672736472721,1,0,13.3594336285198,151.788586874673
2127,2,2127,36.1550832369831,0,1,1,1,11.2547928257568,1,1,13.5636554770398,151.907910075609
2129,2,2129,42.3658011551161,0,1,1,1,9.22738034743029,0,0,15.2405493149358,168.63669745624
2132,2,2132,37.5584231935311,0,0,0,0,7.61797801338303,2,0,13.9425572653078,150.421353427771
2135,2,2135,40.2765635292976,1,1,1,1,8.19470068074816,0,1,14.6764551559648,167.064068611576
2136,2,2136,34.4816787733158,0,1,0,0,6.72100509561606,0,1,13.1118362718497,142.984896605959
2142,2,2142,34.6535806014712,0,1,1,0,5.49989708039697,3,1,13.1582497654516,145.304010258228
2158,2,2158,36.6185225934172,0,1,1,1,5.81485915839927,1,0,13.6887841032771,139.600994609867
2162,2,2162,39.9442063225667,1,0,0,1,8.70805693957321,1,1,14.5867187101474,177.829673936709
2172,2,2172,33.9253484200749,0,0,0,1,7.0808813033591,1,1,12.9616270764746,142.977243821473
2178,2,2178,32.8003747762843,1,0,1,1,10.2912477286347,0,0,12.6578841926512,155.853296540705
2179,2,2179,36.3764908660208,1,1,0,1,7.84960849872696,0,0,13.62343553688,158.828711932904
2181,2,2181,36.0640019032016,1,1,1,0,8.97946490544978,2,1,13.5390635169188,157.497567473194
2183,2,2183,40.892081688757,1,1,1,0,10.7502550141026,0,0,14.8426450590188,174.912130445762
2186,2,2186,36.1082262764609,0,1,0,0,6.99694394928178,1,1,13.5510040976988,156.258293815522
2188,2,2188,37.8822198302578,1,0,0,1,7.01642120217672,2,0,14.029982357224,157.16692891748
2190,2,2190,44.8775347690913,0,1,0,0,9.21190198019055,2,0,15.918717390709,178.262009931703
2191,2,2191,34.4067287833528,1,1,0,1,5.64656380186693,0,0,13.0915997745597,155.852308654217
2195,2,2195,34.4172012794049,0,0,0,0,7.67293821614634,1,1,13.0944273484937,142.635845350452
2197,2,2197,39.589295210047,1,1,0,0,6.94857293830074,3,0,14.4908927097671,172.225389116282
2203,2,2203,37.4144597383541,0,1,0,1,9.7303171282937,0,0,13.90368713241,155.834303822251
2205,2,2205,37.9537656050767,1,1,0,0,7.18885048556869,1,0,14.0492997164251,161.566292780441
2206,2,2206,34.6707029920225,0,1,1,1,11.2285951172484,1,1,13.1628728109005,148.249092723797
2211,2,2211,34.6389408231043,0,1,1,1,7.94059979216141,1,0,13.1542970252926,145.616464109656
2212,2,2212,34.9723802717221,1,0,0,1,10.1761108282524,0,0,13.2443256764194,156.296840616866
2219,2,2219,33.8362264770724,0,1,1,1,7.59381415809415,0,1,12.9375641518639,141.296031490439
2223,2,2223,38.1420676545008,0,1,0,1,8.52235151579171,1,0,14.1001412697696,149.016491828944
2225,2,2225,33.115692984429,1,0,0,0,9.24447624728063,2,0,12.7430201088502,157.821958639012
2226,2,2226,43.8399876357903,1,1,1,0,9.54367933979697,0,1,15.6385796647178,183.474291879276
2227,2,2227,38.0542276584031,1,1,0,1,7.51110706152279,3,0,14.0764244708232,163.509003099514
2228,2,2228,36.9308078237817,1,1,0,0,9.75795653111717,2,0,13.7731011154755,164.687184774778
2230,2,2230,35.4504733924105,1,1,0,1,8.40699080817023,0,0,13.3734108190052,160.08711152973
2231,2,2231,34.7865409911196,1,0,0,0,8.22449910669846,0,1,13.1941490706567,158.522683029236
2232,2,2232,35.9821071007665,0,0,0,1,8.36423425028393,3,0,13.5169519202614,147.17023014683
2235,2,2235,32.6947012478093,1,1,1,0,6.37255395746491,0,0,12.6293523399629,153.210028786591
2247,2,2247,34.4344581832138,0,1,1,1,7.74109216159752,1,1,13.0990867125221,137.647948369329
2250,2,2250,38.1636987829058,1,0,0,0,6.7542879488764,1,1,14.105981674439,168.71068646813
2251,2,2251,34.4352470782371,1,0,1,0,6.86897085690968,1,0,13.0992997141784,159.588850125475
2253,2,2253,34.8398301281544,1,0,0,1,9.75784430807025,2,0,13.2085371376561,154.47816408318
2254,2,2254,41.2043674681503,0,1,1,0,5.61774463826247,0,0,14.926962219455,155.624907220268
2257,2,2257,34.5005935095471,1,1,0,0,7.33024375054421,0,0,13.1169432506321,142.586786042346
2259,2,2259,34.4144258146713,0,1,0,1,6.1524902014098,3,1,13.0936779730157,135.938906798728
2262,2,2262,32.2222633150404,0,1,0,1,7.30864736251361,1,0,12.5017940981153,138.250625171652
2266,2,2266,36.0969653319754,1,1,1,0,6.94619117233353,0,0,13.5479636426878,153.970846865413
2267,2,2267,35.9914915443221,0,0,1,0,6.80620958588671,2,1,13.5194857200214,152.286486123735
2270,2,2270,33.7483077994474,0,0,0,1,4.43120573317347,0,1,12.9138261089052,145.958305062807
2282,2,2282,34.7653140027555,1,1,1,1,4.98456375585881,0,1,13.1884177837984,154.138645458446
2285,2,2285,37.5978952600154,1,0,1,1,7.53182191370322,3,1,13.9532147232586,158.324473091717
2286,2,2286,35.2610532207488,0,0,1,0,9.0391664911483,1,0,13.3222673726566,147.537981107833
2291,2,2291,40.9878612247188,1,1,0,1,8.87919597848956,1,0,14.8685055337285,171.239208995052
2292,2,2292,37.4742152525556,0,1,1,0,7.41357446310583,0,1,13.9198211212444,148.627612892557
2296,2,2296,39.3252543057478,1,1,0,1,7.6685306289701,1,1,14.4196016656063,167.409888527491
2297,2,2297,34.5084668692652,0,0,0,1,9.53137558649167,1,0,13.119069057756,141.634198739013
2301,2,2301,34.8598864798936,1,0,1,1,11.7025054333228,1,0,13.2139523526257,154.853104220113
2303,2,2303,37.9130528209901,1,0,0,1,10.0444298246331,1,0,14.0383072647217,171.739761652364
2305,2,2305,33.6450962585963,1,1,0,1,9.04953221438647,2,1,12.8859589928754,158.767026189536
2308,2,2308,34.3727183884137,1,1,0,0,9.36603431493544,0,1,13.0824169679261,159.739486089265
2309,2,2309,34.3817254769457,1,1,0,0,6.78292230006387,1,1,13.0848488818297,147.040267079746
2310,2,2310,32.135625228582,1,1,1,0,8.21866376273702,2,1,12.4784018147716,149.03321677133
2314,2,2314,37.2058588411298,1,1,1,0,8.60166677835328,0,1,13.8473648901594,158.23673600446
2315,2,2315,36.3398015876584,0,0,0,1,7.9736384618833,1,0,13.6135294317222,143.992073153988
2316,2,2316,36.1010009367905,1,1,0,0,9.90752679847643,2,0,13.5490532559879,149.970193991832
2317,2,2317,33.234985142451,1,1,0,0,9.45173905563871,4,1,12.7752289915162,148.840857362321
2318,2,2318,36.9123398248139,1,1,1,1,6.81050910713447,1,1,13.7681147557542,162.909147340802
2319,2,2319,34.3267017370485,0,1,0,0,9.98430827216738,1,0,13.0699924720575,151.79251844994
2320,2,2320,33.0453317878318,1,1,1,0,7.97690277580505,0,1,12.724022585769,159.887341329529
2321,2,2321,35.0429354928418,0,0,0,0,7.85109380904245,0,1,13.2633755861217,150.529289162881
2322,2,2322,35.2567989437177,1,0,1,1,9.27187170935865,1,0,13.3211187178582,153.87024095187
2328,2,2328,37.1723845688572,0,1,0,0,10.3299670773333,1,1,13.8383268366458,149.512182685264
2330,2,2330,38.7300764156866,1,1,1,1,8.32386209372841,1,0,14.2589036352898,163.367793297082
2332,2,2332,42.9014464442028,1,0,0,0,6.67874865870163,2,0,15.3851735429892,169.064250546622
2334,2,2334,41.982681061871,1,0,0,0,7.6342253349666,1,1,15.1371068897596,169.789158319588
2355,2,2355,37.8168388251999,1,0,0,1,7.1986918989937,0,0,14.0123294858584,167.295680402492
2358,2,2358,36.6037345280565,0,0,1,1,8.91047064848867,3,1,13.6847913256297,144.583074315769
2362,2,2362,41.2861439333342,0,1,0,1,8.07998357325668,1,1,14.9490418650546,163.068044884533
2366,2,2366,36.089621678149,0,1,1,0,6.91864930838347,0,1,13.5459808561546,151.946118058481
2369,2,2369,35.2644485548126,0,0,0,0,8.20478054475027,1,1,13.3231841128538,155.312280730095
2377,2,2377,42.9840287408081,1,1,1,0,7.2014195016149,1,1,15.4074707630726,177.318593841439
2379,2,2379,39.990799281756,1,0,1,0,7.40675399388521,2,1,14.5992988091285,170.719428879256
2380,2,2380,33.4717363429959,1,0,0,1,4.89331230183848,0,0,12.8391518156633,149.948678120233
2391,2,2391,33.1791960167068,1,0,0,1,6.97539535980188,2,0,12.7601659275653,142.339613733127
2393,2,2393,33.9802450903837,0,1,0,1,8.16260784920873,0,0,12.976449177458,147.389252413599
2394,2,2394,37.7632950956277,0,0,0,0,7.24908811135474,0,0,13.9978726788739,148.597650239344
2396,2,2396,39.2121931891898,1,1,1,1,7.12439314316309,0,1,14.3890751641357,171.280978693167
2397,2,2397,35.0513280369248,0,0,1,0,8.47051829839641,1,0,13.2656415730241,142.817541329432
2400,2,2400,39.1023754315048,1,0,1,0,9.88750221394196,1,0,14.3594243695607,163.390908174684
2404,2,2404,37.6064083554646,1,1,0,0,6.7594103701572,1,0,13.9555132590298,166.01747026443
2405,2,2405,34.0454267921747,0,1,0,1,8.53655320006093,0,0,12.9940482369416,148.446434464462
2406,2,2406,43.743256628064,0,1,1,1,7.31017440786264,1,1,15.6124622926317,170.291002744746
2408,2,2408,36.8130385242757,0,0,0,0,9.2072679117042,2,1,13.7413034046088,157.423638297927
2414,2,2414,35.3208691290033,1,0,1,1,7.34650264303777,0,1,13.3384176678853,156.250106464181
2417,2,2417,33.2576303080927,0,1,1,1,8.62429705546344,1,1,12.7813431862394,147.943301614138
2420,2,2420,35.4795815667402,1,1,0,0,8.05065789294912,3,1,13.3812700260743,170.877638216867
2429,2,2429,39.8051922979795,1,1,0,0,6.8297518389336,1,1,14.5491849235089,166.54120482521
2439,2,2439,35.0777939700631,1,1,1,0,5.29708349807278,1,0,13.2727873749715,151.160738217189
2442,2,2442,38.8234933407824,1,1,0,1,9.50919797920767,0,1,14.2841262050657,170.161491894233
2445,2,2445,32.6213124626839,1,1,0,0,8.66593834630355,0,0,12.6095373679791,151.13443265414
2450,2,2450,44.5298756243453,0,0,0,1,7.83200794776872,0,1,15.8248494216276,174.67558095947
2453,2,2453,38.1165782382028,0,0,1,1,6.25572826181339,0,1,14.0932591273692,158.8128838567
2454,2,2454,34.771345689418,1,0,0,1,8.32443432889062,1,0,13.1900463391973,153.12559965238
2456,2,2456,33.5069206186049,0,1,1,1,6.73976776931475,0,1,12.8486515700777,141.402703614057
2457,2,2457,32.7707027502021,0,1,1,1,10.2085762398702,0,1,12.649872745609,134.910274114974
2459,2,2459,35.2849200493189,0,1,0,1,8.86463775308055,0,0,13.3287114163705,158.216385837691
2460,2,2460,36.0924002639876,1,1,1,1,5.39253798838535,1,1,13.546731074331,165.119088487442
2461,2,2461,36.103707127158,0,1,1,1,8.86510699271252,1,0,13.5497839273871,150.880934970356
2464,2,2464,38.9402561741926,1,0,1,0,7.445229620124,1,1,14.3156521700864,169.576727647561
2465,2,2465,36.1790586774473,1,1,1,1,7.36154238762313,1,1,13.5701288459652,159.290023117584
2469,2,2469,38.2518733988194,1,0,0,0,7.60401441504634,0,1,14.1297888207356,166.979265564088
2474,2,2474,32.768729264125,0,0,1,0,8.04294132698386,1,0,12.6493399043681,139.911110742192
2477,2,2477,42.8620043980514,1,1,0,0,9.76322135539708,2,0,15.3745241905283,170.444588064872
2479,2,2479,37.7342879160903,1,0,1,0,10.413373121926,1,0,13.9900407403988,163.054901592534
2480,2,2480,36.9542233236488,0,0,1,0,6.73933689570046,0,0,13.7794233004396,151.439673187191
